Index,Index,autores,data_apresentacao,ementa,proposicao,situacoes,urls
484,484, JAIR BOLSONARO - PDC/RJ.,1992-07-28,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE DEFICIENCIA NA AREA DE SAUDE DA CORPORAÇÃO. Explicação: MINISTRO CARLOS TINOCO).,RIC-1712/1992,,Prop_Detalhe.asp?id=242595
485,485," PAULO RAMOS - PDT/RJ,JAIR BOLSONARO - PPR/RJ.",1991-08-19,"FIXA A CONTRIBUIÇÃO PARA A PENSÃO MILITAR FEDERAL, ESTABELECE LIMITES PARA AS PENSÕES MILITARES ESTADUAIS E DA OUTRAS PROVIDENCIAS.",PL-1338/1991,Arquivada,Prop_Detalhe.asp?id=190822
486,486, JAIR BOLSONARO - PDC/RJ.,1991-08-07,"DISPÕE SOBRE O USO DE IMOVEIS MILITARES NA FORMA QUE MENCIONA E DA OUTRAS PROVIDENCIAS. Explicação: GARANTINDO A VIUVA DO MILITAR MORTO EM SERVIÇO ATIVO O DIREITO DE PERMANECER NO IMOVEL MILITAR PELO PRAZO DE UM ANO GRATUITAMENTE E ASSEGURANDO PRIORIDADE PARA AQUISIÇÃO DE IMOVEL DESDE QUE NÃO SEJA PROPRIETARIO DE OUTRO IMOVEL RESIDENCIAL). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-1376/1991,Arquivada,Prop_Detalhe.asp?id=191331
487,487, JAIR BOLSONARO - PDC/RJ.,1991-08-30,ASSEGURA O ATENDIMENTO MEDICO AMBULATORIAL E HOSPITALAR AOS EX-COMBATENTES NA FORMA QUE ESPECIFICA E DA OUTRAS PROVIDENCIAS.,PL-1472/1991,Arquivada,Prop_Detalhe.asp?id=192560
488,488, JAIR BOLSONARO - PDC/RJ.,1991-11-11,"DISPÕE SOBRE A APLICAÇÃO DO DISPOSTO NA ALINEA 'H' DO INCISO IV DO ARTIGO 50 DA LEI Nº 6.880, DE 09 DE DEZEMBRO DE 1980, NO TOCANTE A MUDANÇA DE UNIFORME E DA OUTRAS PROVIDENCIAS. Explicação: CONSOLIDANDO OS ATUAIS REGULAMENTOS DE UNIFORMES USADOS NA MARINHA, EXERCITO E AERONAUTICA. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-1739/1991,Arquivada,Prop_Detalhe.asp?id=195635
489,489, JAIR BOLSONARO - PDC/RJ.,1991-04-20,DISPÕE SOBRE A OBRIGATORIEDADE DE INCLUSÃO DE TEXTO EXPLICATIVO EM PRODUTO ESTRANGEIRO COMERCIALIZADO NO PAIS E DA OUTRAS PROVIDENCIAS.,PL-2187/1991,Arquivada,Prop_Detalhe.asp?id=200745
490,490, JAIR BOLSONARO - PDC/RJ.,1991-11-28,"ESTABELECE NORMAS PARA COBRANÇA DE TAXAS, MENSALIDADE E EMOLUMENTOS NOS ESTABELECIMENTOS DE ENSINO. Explicação: SENDO COBRADAS COM REDUÇÃO DE VINTE POR CENTO PARA O SEGUNDO FILHO, QUARENTA POR CENTO PARA O TERCEIRO FILHO E SESSENTA POR CENTO PARA O QUARTO E SEGUINTES FILHOS).",PL-2332/1991,Arquivada,Prop_Detalhe.asp?id=202386
491,491, Jair Bolsonaro - PDC/RJ.,1991-11-28,"Dá nova redação ao inciso VIII do art. 145 do Lei nº 4.737 , de de 15 de julho de 1967, que ""institui o Código Eleitoral"" Explicação: Concede ao servidor civil ou militar, removido ou transferido dentro do período de um ano antes do pleito, o direito de votar nas eleições proporcionais, majoritária ou ambas, na localidade onde esteja a serviço.
",PL-2333/1991,Pronta para Pauta,Prop_Detalhe.asp?id=17969
492,492, JAIR BOLSONARO - PDC/RJ.,1991-03-04,"ALTERA A LEI Nº 8.025, DE 12 DE ABRIL DE 1990, QUE DISPÕE SOBRE A ALIENAÇÃO DE BENS IMOVEIS RESIDENCIAIS DE PROPRIEDADE DA UNIÃO, E DOS VINCULADOS OU INCORPORADOS AO FUNDO ROTATIVO HABITACIONAL DE BRASILIA (FRHB), SITUADOS NO DISTRITO FEDERAL E DA OUTRAS PROVIDENCIAS. Explicação: CONCEDENDO AOS MILITARES O DIREITO DE COMPRAR OS IMOVEIS PERTENCENTES A UNIÃO FEDERAL CEDIDOS AS FORÇAS ARMADAS. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-2381/1991,Arquivada,Prop_Detalhe.asp?id=202931
493,493, Jair Bolsonaro - PDC/RJ.,1991-04-30,"Revoga dispositivos da Lei nº 8.177, de 1º de março de 1991, que ""estabelece regras para desindexação da economia e dá outras providências"" Explicação: Revogando os dispositivos que alteraram a sistematica de atualização monetaria do saldo devedor e prestações do SFH e SFS, das letras hipotecarias e depositos efetuados a qualquer titulo. 
",PL-895/1991,Tramitando em Conjunto,Prop_Detalhe.asp?id=16001
494,494, JAIR BOLSONARO - PDC/RJ.,1991-05-23,"REGULA A APLICAÇÃO DO ARTIGO 230, PARAGRAFO SEGUNDO DA CONSTITUIÇÃO FEDERAL PARA OS EX-COMBATENTES E DA OUTRAS PROVIDENCIAS. Explicação: GARANTINDO A GRATUIDADE DOS TRANSPORTES COLETIVOS URBANOS PARA O EX-COMBATENTE MAIOR DE 65 ANOS, EXIGINDO-SE APRESENTAÇÃO DA CARTEIRA DE PENSIONISTA OU A IDENTIFICAÇÃO DE ASSOCIAÇÃO CONGREGADORA DA CLASSE). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-943/1991,Arquivada,Prop_Detalhe.asp?id=184855
495,495, JAIR BOLSONARO - PDC/RJ.,1991-12-04,SOLICITA INFORMAÇÕES AO MINISTERIO DA INFRA-ESTRUTURA SOBRE A VENDA DA 'TV CORCOVADO'. Explicação: MINISTRO JOÃO SANTANA),RIC-1036/1991,,Prop_Detalhe.asp?id=241246
496,496, JAIR BOLSONARO - PDC/RJ.,1991-12-04,"SOLICITA INFORMAÇÕES AO MINISTERIO DA ECONOMIA, FAZENDA E PLANEJAMENTO SOBRE DIVIDA DA 'TV CORCOVADO' COM A CAIXA ECONOMICA FEDERAL. Explicação: MINISTRO MARCILIO MARQUES MOREIRA)",RIC-1037/1991,,Prop_Detalhe.asp?id=241248
497,497, JAIR BOLSONARO - PDC/RJ.,1991-08-21,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE PROMOÇÕES DE SERVIDORES MILITARES DO ORGÃO. Explicação: MINISTRO CARLOS TINOCO).,RIC-532/1991,,Prop_Detalhe.asp?id=240009
498,498, JAIR BOLSONARO - PDC/RJ.,1991-08-21,SOLICITA INFORMAÇÕES AO MINISTERIO DAS RELAÇÕES EXTERIORES SOBRE ADITANCIAS MILITARES NO EXTERIOR E O CUSTO DA MANUTENÇÃO DAS MESMAS. Explicação: MINISTRO FRANCISCO REZEK).,RIC-533/1991,,Prop_Detalhe.asp?id=240012
499,499, JAIR BOLSONARO - PDC/RJ.,1991-03-20,"SOLICITA INFORMAÇÕES A MINISTRA DA ECONOMIA, FAZENDA E PLANEJAMENTO SOBRE PAGAMENTO DE INDENIZAÇÕES PECUNIARIAS A MILITARES TEMPORARIOS DO EXERCITO BRASILEIRO. Explicação: MINISTRA ZELIA CARDOSO DE MELLO).",RIC-95/1991,,Prop_Detalhe.asp?id=238708
500,500, Jair Bolsonaro - PP/RJ.,2009-06-25,"pela aprovação, com complementação de voto.",CVO-1 CREDN => PL-3777/2008,,Prop_Detalhe.asp?id=440003
501,501, Jair Bolsonaro - PP/RJ.,2009-09-23,"Parecer com Complementação de Voto, Dep. Jair Bolsonaro (PP-RJ), pela aprovação deste, com substitutivo.",CVO-2 CREDN => PL-3777/2008,,Prop_Detalhe.asp?id=464575
502,502, Jair Bolsonaro.,2003-04-09,,EMC-7 MPV11603 => MPV-116/2003,,Prop_Detalhe.asp?id=112513
503,503, Jair Bolsonaro - PP/RJ.,2005-11-23,Fixa os valores dos soldos dos militares das Forças Armadas.,EMR-1 => PL-6031/2005,,Prop_Detalhe.asp?id=307320
504,504, Jair Bolsonaro - PP/RJ.,2009-11-11,Dê-se a seguinte redação à ementa do projeto.,EMR-1 CCJC => PL-90/2007,,Prop_Detalhe.asp?id=465369
505,505, Jair Bolsonaro - PTB/RJ.,2004-05-05,,EMR-1 CREDN => PL-2352/2000,Arquivada,Prop_Detalhe.asp?id=253754
506,506, Jair Bolsonaro.,2000-06-09,,EMR-1 CREDN => PL-2773/2000,,Prop_Detalhe.asp?id=71695
507,507, Jair Bolsonaro - PSC/RJ.,2016-08-23,,EMR-1 CSPCCO => PL-4941/2016,,Prop_Detalhe.asp?id=2095051
508,508, Jair Bolsonaro - PTB/RJ.,1994-09-19,,EMR-1 CTASP => PL-360/1995,,Prop_Detalhe.asp?id=118026
509,509, Jair Bolsonaro - PP/RJ.,2011-11-09,"Altera a redação dos artigos 60, 69, 73 e 74, da Lei nº. 9.099, de 26 de setembro de 1995, que dispõe sobre os Juizados Especiais Cíveis e Criminais, possibilitando a composição preliminar dos danos oriundos de conflitos decorrentes dos crimes de menor potencial ofensivo pelos delegados de polícia.",ESB-1 CSPCCO => SBT-1 CSPCCO,,Prop_Detalhe.asp?id=526865
510,510, Jair Bolsonaro - PP/RJ.,2005-11-23,"Parecer às Emendas de Plenário pelo Relator, Dep. Jair Bolsonaro (PP-RJ), pela Comissão de Relações Exteriores e de Defesa Nacional, que conclui pela aprovação das Emendas de nºs 1, 2, 3 e 4.",PEP-1 CREDN => PL-6031/2005,,Prop_Detalhe.asp?id=307268
511,511, Jair Bolsonaro - PPB/RJ.,1993-06-22,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO.
DCN1 07 08 93 PAG 15815 COL 01.",PEP-1 CTASP => PL-3298/1989,,Prop_Detalhe.asp?id=87261
512,512, Jair Bolsonaro - PP/RJ.,2005-11-23,"Parecer proferido em Plenário pelo Relator, Dep. Jair Bolsonaro (PP-RJ), pela Comissão de Relações Exteriores e de Defesa Nacional, que conclui pela aprovação, com emenda.",PPP-1 CREDN => PL-6031/2005,,Prop_Detalhe.asp?id=307262
513,513, Jair Bolsonaro - PSC/RJ.,2017-03-09,"Parecer proferido em Plenário pelo Relator, Dep. Jair Bolsonaro (PSC-RJ), pela Mesa Diretora da Câmara dos Deputados, que conclui pela aprovação.",PPP-1 MESA => PRC-171/2016,,Prop_Detalhe.asp?id=2124925
514,514, Jair Bolsonaro - PTB/RJ.,2003-08-13,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-145/2003,,Prop_Detalhe.asp?id=127906
515,515, Jair Bolsonaro - PTB/RJ.,2003-08-13,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-174/2003,,Prop_Detalhe.asp?id=127904
516,516, Jair Bolsonaro - PTB/RJ.,2003-08-13,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-214/2003,,Prop_Detalhe.asp?id=127908
517,517, Jair Bolsonaro - PP/RJ.,2006-05-10,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-2156/2006,,Prop_Detalhe.asp?id=323912
518,518, Jair Bolsonaro - PP/RJ.,2006-05-24,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-2178/2006,,Prop_Detalhe.asp?id=325526
519,519, Jair Bolsonaro - PTB/RJ.,2003-04-10,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa, com substitutivo.",PRL-1 CCJC => PDC-2480/2002,,Prop_Detalhe.asp?id=110660
520,520, Jair Bolsonaro - PTB/RJ.,2003-04-10,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa, com substitutivo.",PRL-1 CCJC => PDC-2594/2002,,Prop_Detalhe.asp?id=110659
521,521, Jair Bolsonaro - PTB/RJ.,2003-04-10,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa, com substitutivo.",PRL-1 CCJC => PDC-2784/2002,,Prop_Detalhe.asp?id=110922
522,522, Jair Bolsonaro - PTB/RJ.,2003-03-27,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-2854/2003,,Prop_Detalhe.asp?id=108490
523,523, Jair Bolsonaro - PTB/RJ.,2003-05-08,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-2873/2003,,Prop_Detalhe.asp?id=114687
524,524, Jair Bolsonaro - PTB/RJ.,2003-04-02,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-2960/2003,,Prop_Detalhe.asp?id=109471
525,525, Jair Bolsonaro - PTB/RJ.,2003-08-13,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa, com substitutivo.",PRL-1 CCJC => PDC-3236/2003,,Prop_Detalhe.asp?id=127903
526,526, Jair Bolsonaro - PTB/RJ.,2003-09-03,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-420/2003,,Prop_Detalhe.asp?id=131322
527,527, Jair Bolsonaro - PTB/RJ.,2003-10-14,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-592/2003,,Prop_Detalhe.asp?id=137582
528,528, Jair Bolsonaro - PTB/RJ.,2003-11-26,"Parecer do Relator, Dep. Jair Bolsonaro, pela constitucionalidade, juridicidade e técnica legislativa.",PRL-1 CCJC => PDC-786/2003,,Prop_Detalhe.asp?id=145465
529,529, Jair Bolsonaro - PP/RJ.,2010-07-07,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela constitucionalidade, juridicidade e técnica legislativa, com substitutivo.",PRL-1 CCJC => PL-4681/2009,,Prop_Detalhe.asp?id=482998
530,530, Jair Bolsonaro - PTB/RJ.,2003-09-22,"Parecer do Relator, Dep. Jair Bolsonaro, pela inconstitucionalidade e injuridicidade, e, no mérito, pela rejeição.",PRL-1 CCJC => PL-7195/2002,,Prop_Detalhe.asp?id=134280
531,531, Jair Bolsonaro - PTB/RJ.,2003-08-07,"Parecer do Relator, Dep. Jair Bolsonaro, pela inconstitucionalidade, injuridicidade e má técnica legislativa.",PRL-1 CCJC => PRC-86/2000,,Prop_Detalhe.asp?id=127283
532,532, Jair Bolsonaro - PP/RJ.,2013-07-04,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CDHM => PL-1411/2011,,Prop_Detalhe.asp?id=583887
533,533, Jair Bolsonaro - PP/RJ.,2013-11-19,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação, com substitutivo.",PRL-1 CDHM => PL-6240/2013,,Prop_Detalhe.asp?id=601238
534,534, Jair Bolsonaro - PTB/RJ.,2004-08-12,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação.",PRL-1 CREDN => MSC-103/2004,,Prop_Detalhe.asp?id=262024
535,535, Jair Bolsonaro - PPB/RJ.,2001-01-31,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação desta.",PRL-1 CREDN => MSC-1221/2000,,Prop_Detalhe.asp?id=82333
536,536, Jair Bolsonaro - PP/RJ.,2010-05-19,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => MSC-158/2010,,Prop_Detalhe.asp?id=478044
537,537, Jair Bolsonaro - PPB/RJ.,1999-12-15,"PARECER FAVORÁVEL DO RELATOR, DEP JAIR BOLSONARO.",PRL-1 CREDN => MSC-229/1999,,Prop_Detalhe.asp?id=90970
538,538, Jair Bolsonaro - PP/RJ.,2006-08-02,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => MSC-244/2006,,Prop_Detalhe.asp?id=332201
539,539, Jair Bolsonaro - PPB/RJ.,1999-05-12,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO, NOS TERMOS DO PROJETO DE DECRETO LEGISLATIVO QUE APRESENTA.",PRL-1 CREDN => MSC-396/1999,,Prop_Detalhe.asp?id=91049
540,540, Jair Bolsonaro - PP/RJ.,2005-10-06,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => MSC-438/2005,,Prop_Detalhe.asp?id=302735
541,541, Jair Bolsonaro - PPB/RJ.,1999-12-01,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO.",PRL-1 CREDN => MSC-458/1998,,Prop_Detalhe.asp?id=91083
542,542, Jair Bolsonaro - PSC/RJ.,2016-05-16,"Parecer do Relator, Dep. Jair Bolsonaro (PSC-RJ), pela aprovação.",PRL-1 CREDN => MSC-467/2015,,Prop_Detalhe.asp?id=2084475
543,543, Jair Bolsonaro - PP/RJ.,2009-11-11,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => MSC-554/2009,,Prop_Detalhe.asp?id=459376
544,544, Jair Bolsonaro - PP/RJ.,2007-05-15,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => MSC-57/2007,,Prop_Detalhe.asp?id=351437
545,545, Jair Bolsonaro - PP/RJ.,2006-12-12,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => MSC-684/2006,,Prop_Detalhe.asp?id=338195
546,546, Jair Bolsonaro - PTB/RJ.,2004-06-24,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação, com substitutivo.",PRL-1 CREDN => PL-1410/2003,,Prop_Detalhe.asp?id=259181
547,547, Jair Bolsonaro - PP/RJ.,2005-10-06,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação, com substitutivo.",PRL-1 CREDN => PL-2095/2003,Arquivada,Prop_Detalhe.asp?id=302738
548,548, Jair Bolsonaro - PP/RJ.,2012-07-05,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação, nos termos do Substitutivo adotado na Comissão de Segurança Pública e Combate ao Crime Organizado.",PRL-1 CREDN => PL-2292/2011,,Prop_Detalhe.asp?id=550841
549,549, Jair Bolsonaro - PP/RJ.,2012-07-05,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela rejeição do Projeto de Lei nº 245/11, e do PL nº 3.276/12, apensado.",PRL-1 CREDN => PL-245/2011,,Prop_Detalhe.asp?id=550840
550,550, Jair Bolsonaro - PPB/RJ.,2000-06-06,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO.",PRL-1 CREDN => PL-2773/2000,,Prop_Detalhe.asp?id=86560
551,551, Jair Bolsonaro - PTB/RJ.,2004-06-16,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação.",PRL-1 CREDN => PL-2806/2003,Arquivada,Prop_Detalhe.asp?id=258320
552,552, Jair Bolsonaro - PTB/RJ.,2004-12-10,"Parecer do Relator, Dep. Jair Bolsonaro (PTB-RJ), pela rejeição.",PRL-1 CREDN => PL-3718/2004,,Prop_Detalhe.asp?id=272915
553,553, Jair Bolsonaro - PP/RJ.,2008-12-17,pela aprovação.,PRL-1 CREDN => PL-3777/2008,,Prop_Detalhe.asp?id=421272
554,554, Jair Bolsonaro - PP/RJ.,2013-04-24,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => PL-4503/2012,,Prop_Detalhe.asp?id=573739
555,555, Jair Bolsonaro - PP/RJ.,2010-03-03,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela rejeição.",PRL-1 CREDN => PL-4590/2009,,Prop_Detalhe.asp?id=467797
556,556, Jair Bolsonaro - PP/RJ.,2009-08-05,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela rejeição.",PRL-1 CREDN => PL-4596/2009,,Prop_Detalhe.asp?id=454177
557,557, Jair Bolsonaro - PP/RJ.,2009-10-07,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação do Projeto de Lei nº 5.919/09, e pela rejeição da Emenda apresentada na Comissão.",PRL-1 CREDN => PL-5919/2009,,Prop_Detalhe.asp?id=454033
558,558, Jair Bolsonaro - PTB/RJ.,2003-07-10,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação.",PRL-1 CREDN => PL-6685/2002,,Prop_Detalhe.asp?id=124292
559,559, Jair Bolsonaro - PP/RJ.,2006-05-10,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => PL-6703/2006,Arquivada,Prop_Detalhe.asp?id=323905
560,560, Jair Bolsonaro - PP/RJ.,2014-04-07,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela rejeição.",PRL-1 CREDN => PL-7041/2014,,Prop_Detalhe.asp?id=611606
561,561, Jair Bolsonaro - PP/RJ.,2011-08-29,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação, com substitutivo.",PRL-1 CREDN => PL-7526/2010,,Prop_Detalhe.asp?id=517546
562,562, Jair Bolsonaro - PP/RJ.,2007-05-22,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CREDN => PL-797/2007,,Prop_Detalhe.asp?id=352450
563,563, Jair Bolsonaro - PP/RJ.,2011-09-28,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-1 CSPCCO => PL-364/2011,,Prop_Detalhe.asp?id=521941
564,564, Jair Bolsonaro - PP/RJ.,2013-04-30,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação, com substitutivo.",PRL-1 CSPCCO => PL-4140/2012,,Prop_Detalhe.asp?id=575547
565,565, Jair Bolsonaro - PFL/RJ.,2005-04-20,"Parecer do Relator, Dep. Jair Bolsonaro (PFL-RJ), pela aprovação.",PRL-1 CSPCCO => PL-4677/2004,Arquivada,Prop_Detalhe.asp?id=282715
566,566, Jair Bolsonaro - PSC/RJ.,2016-08-23,"Parecer do Relator, Dep. Jair Bolsonaro (PSC-RJ), pela aprovação, com emenda.",PRL-1 CSPCCO => PL-4941/2016,,Prop_Detalhe.asp?id=2095050
567,567, Jair Bolsonaro - PP/RJ.,2006-06-22,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação deste e dos PLs 6.030/05 e 6.752/06, apensados, com substitutivo.",PRL-1 CSPCCO => PL-5053/2005,Arquivada,Prop_Detalhe.asp?id=328390
568,568, Jair Bolsonaro - PP/RJ.,2005-10-11,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação, com substitutivo.",PRL-1 CSPCCO => PL-5415/2005,,Prop_Detalhe.asp?id=303120
569,569, Jair Bolsonaro - PSC/RJ.,2016-12-14,"Parecer do Relator, Dep. Jair Bolsonaro (PSC-RJ), pela rejeição deste, e do PL 6.519/2016, apensado.",PRL-1 CSPCCO => PL-6160/2016,,Prop_Detalhe.asp?id=2121366
570,570, Jair Bolsonaro - PPB/RJ.,2001-06-07,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação deste, com substitutivo, e pela rejeição do PDC-864/2001, apensado.",PRL-1 CTASP => PDC-839/2001,,Prop_Detalhe.asp?id=92261
571,571, Jair Bolsonaro - PPB/RJ.,1996-06-10,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO,
COM ADOÇÃO DO SUBSTITUTIVO DA CDN.",PRL-1 CTASP => PL-1043/1995,,Prop_Detalhe.asp?id=84622
572,572, Jair Bolsonaro - PPB/RJ.,1992-09-16,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO.",PRL-1 CTASP => PL-1920/1991,,Prop_Detalhe.asp?id=85610
573,573, Jair Bolsonaro - PPB/RJ.,2001-12-14,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação.",PRL-1 CTASP => PL-2473/2000,,Prop_Detalhe.asp?id=86222
574,574, Jair Bolsonaro - PTB/RJ.,1994-09-19,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação,com emenda.",PRL-1 CTASP => PL-360/1995,,Prop_Detalhe.asp?id=118025
575,575, Jair Bolsonaro - PPB/RJ.,2002-02-28,"Parecer do Relator, Dep. Jair Bolsonaro, pela aprovação, com substitutivo.",PRL-1 CTASP => PL-3681/2000,,Prop_Detalhe.asp?id=87731
576,576, Jair Bolsonaro - PPB/RJ.,1995-08-10,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO, COM EMENDAS.",PRL-1 CTASP => PL-405/1995,,Prop_Detalhe.asp?id=83923
577,577, Jair Bolsonaro - PPB/RJ.,1994-02-10,"PARECER FAVORAVEL DO RELATOR, DEP JAIR BOLSONARO.
DCN1 21 04 94 PAG 6495 COL 02.",PRL-1 CTASP => PL-4381/1994,,Prop_Detalhe.asp?id=93001
578,578, Jair Bolsonaro - PPB/RJ.,1992-07-08,"PARECER CONTRARIO DO RELATOR, DEP JAIR BOLSONARO.",PRL-1 MESA => PL-8341/1986,,Prop_Detalhe.asp?id=88815
579,579, Jair Bolsonaro - PP/RJ.,2009-11-11,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste, com emenda, e das Emendas da Comissão de Trabalho, de Administração e Serviço Público.",PRL-2 CCJC => PL-90/2007,,Prop_Detalhe.asp?id=459419
580,580, Jair Bolsonaro - PP/RJ.,2010-11-10,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRL-2 CREDN => MSC-210/2010,,Prop_Detalhe.asp?id=486128
581,581, Jair Bolsonaro - PP/RJ.,2012-03-21,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela aprovação deste e da Emenda nº 1/2011 da CSPCCO, com substitutivo.",PRL-2 CSPCCO => PL-1548/2011,,Prop_Detalhe.asp?id=538056
582,582, Jair Bolsonaro - PP/RJ.,2009-12-10,"Parecer do Relator, Dep. Jair Bolsonaro (pendente de análise)",PRL-3 CREDN => MSC-285/2005,,Prop_Detalhe.asp?id=463969
583,583, Jair Bolsonaro - PP/RJ.,2009-10-08,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela rejeição do Projeto de Lei nº 915/07, do PL nº 2.132/07, apensado, e da Emenda apresentada na Comissão.",PRL-3 CREDN => PL-915/2007,,Prop_Detalhe.asp?id=454495
584,584, Jair Bolsonaro - PP/RJ.,2009-11-11,"Parecer do Relator, Dep. Jair Bolsonaro (PP-RJ), pela rejeição do Projeto de Lei nº 915/07 e da emenda apresentada na Comissão, e pelo acolhimento parcial do PL nº 2.132/07, apensado, com Substitutivo.
",PRL-4 CREDN => PL-915/2007,,Prop_Detalhe.asp?id=459380
585,585, Jair Bolsonaro - PP/RJ.,2005-11-22,"Parecer Reformulado, Dep. Jair Bolsonaro (PP-RJ), pela aprovação.",PRR-1 CREDN => PL-1410/2003,,Prop_Detalhe.asp?id=306929
586,586, Jair Bolsonaro.,2000-05-18,,PRR-1 CTASP => PL-405/1995,,Prop_Detalhe.asp?id=57962
